time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw
0.0,,own,999510000,OWN SHIP,0.0,0.0,-38.05,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
0.0,,target,999510301,HEAD ON,0.05,1.2,-38.029999999999994,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000008,216.0,synthetic,,,,
1.0,,own,999510000,OWN SHIP,0.0,0.002777777777777778,-38.0499537037037,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
1.0,,target,999510301,HEAD ON,0.05,1.1972222222222222,-38.03004629629629,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000008,215.0,synthetic,,,,
2.0,,own,999510000,OWN SHIP,0.0,0.005555555555555556,-38.0499074074074,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
2.0,,target,999510301,HEAD ON,0.05,1.1944444444444444,-38.03009259259259,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,214.0,synthetic,,,,
3.0,,own,999510000,OWN SHIP,0.0,0.008333333333333333,-38.049861111111106,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
3.0,,target,999510301,HEAD ON,0.05,1.1916666666666667,-38.030138888888885,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,213.0,synthetic,,,,
4.0,,own,999510000,OWN SHIP,0.0,0.011111111111111112,-38.04981481481481,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
4.0,,target,999510301,HEAD ON,0.05,1.1888888888888889,-38.03018518518518,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,212.0,synthetic,,,,
5.0,,own,999510000,OWN SHIP,0.0,0.01388888888888889,-38.04976851851852,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
5.0,,target,999510301,HEAD ON,0.05,1.1861111111111111,-38.03023148148148,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,211.00000000000003,synthetic,,,,
6.0,,own,999510000,OWN SHIP,0.0,0.016666666666666666,-38.04972222222222,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
6.0,,target,999510301,HEAD ON,0.05,1.1833333333333333,-38.030277777777776,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,210.00000000000003,synthetic,,,,
7.0,,own,999510000,OWN SHIP,0.0,0.019444444444444445,-38.049675925925925,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
7.0,,target,999510301,HEAD ON,0.05,1.1805555555555556,-38.03032407407407,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,209.0,synthetic,,,,
8.0,,own,999510000,OWN SHIP,0.0,0.022222222222222223,-38.04962962962963,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
8.0,,target,999510301,HEAD ON,0.05,1.1777777777777778,-38.03037037037037,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,208.0,synthetic,,,,
9.0,,own,999510000,OWN SHIP,0.0,0.025,-38.04958333333333,144.85,10.0,0.0,0.0,1,,,,,synthetic,,,,
9.0,,target,999510301,HEAD ON,0.05,1.175,-38.03041666666666,144.85105823708847,10.0,180.0,180.0,18,danger,danger,0.05000000000000007,207.00000000000003,synthetic,,,,
