time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw
0.0,,own,999510000,OWN SHIP,0.0,0.0,-38.05,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
0.0,,target,999510201,SAFE PASS,2.0,2.0,-38.016666666666666,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,450.0,synthetic,,,,
1.0,,own,999510000,OWN SHIP,0.0,0.0022222222222222222,-38.04996296296296,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
1.0,,target,999510201,SAFE PASS,2.0,1.9977777777777779,-38.0167037037037,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,449.00000000000006,synthetic,,,,
2.0,,own,999510000,OWN SHIP,0.0,0.0044444444444444444,-38.049925925925926,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
2.0,,target,999510201,SAFE PASS,2.0,1.9955555555555555,-38.01674074074074,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,448.0,synthetic,,,,
3.0,,own,999510000,OWN SHIP,0.0,0.006666666666666666,-38.04988888888889,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
3.0,,target,999510201,SAFE PASS,2.0,1.9933333333333334,-38.016777777777776,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,447.0,synthetic,,,,
4.0,,own,999510000,OWN SHIP,0.0,0.008888888888888889,-38.04985185185185,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
4.0,,target,999510201,SAFE PASS,2.0,1.991111111111111,-38.016814814814815,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,445.99999999999994,synthetic,,,,
5.0,,own,999510000,OWN SHIP,0.0,0.011111111111111112,-38.04981481481481,144.85,8.0,0.0,0.0,1,,,,,synthetic,,,,
5.0,,target,999510201,SAFE PASS,2.0,1.988888888888889,-38.01685185185185,144.8923294835391,8.0,180.0,180.0,18,safe,safe,2.0,445.0,synthetic,,,,
