time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw,ship_type,aton_type,aton_virtual,aton_off_position
0.0,,own,999510000,DEMO OWN SHIP,0.0,0.0,-38.05,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
0.0,,target,999510201,CROSSING EXPRESS,0.65,0.55,-38.04083333333333,144.86375708215022,14.0,270.0,270.0,18,danger,danger,0.005423261445466578,166.23529411764702,synthetic,,,,,60,0,False,False
0.0,,target,999510202,DANCING TUG,1.4,-0.2,-38.05333333333333,144.87963063847735,9.0,300.0,300.0,18,,safe,1.1148406818187293,289.59754115950545,synthetic,,,,,52,0,False,False
1.0,,own,999510000,DEMO OWN SHIP,0.0,0.0033333333333333335,-38.04994444444444,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
1.0,,target,999510201,CROSSING EXPRESS,0.6461111111111111,0.55,-38.04083333333333,144.8636747748211,14.0,270.0,270.0,18,danger,danger,0.005423261445466421,165.23529411764702,synthetic,,,,,60,0,False,False
1.0,,target,999510202,DANCING TUG,1.397834936490539,-0.19875,-38.0533125,144.87958481546727,9.0,300.0,300.0,18,,safe,1.1148406818187293,288.59754115950545,synthetic,,,,,52,0,False,False
2.0,,own,999510000,DEMO OWN SHIP,0.0,0.006666666666666667,-38.04988888888889,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
2.0,,target,999510201,CROSSING EXPRESS,0.6422222222222222,0.55,-38.04083333333333,144.863592467492,14.0,270.0,270.0,18,danger,danger,0.005423261445466578,164.23529411764702,synthetic,,,,,60,0,False,False
2.0,,target,999510202,DANCING TUG,1.3956698729810777,-0.1975,-38.05329166666667,144.87953899245719,9.0,300.0,300.0,18,,safe,1.1148406818187293,287.5975411595054,synthetic,,,,,52,0,False,False
3.0,,own,999510000,DEMO OWN SHIP,0.0,0.01,-38.04983333333333,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
3.0,,target,999510201,CROSSING EXPRESS,0.6383333333333333,0.55,-38.04083333333333,144.8635101601629,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,163.23529411764702,synthetic,,,,,60,0,False,False
3.0,,target,999510202,DANCING TUG,1.3935048094716167,-0.19625,-38.05327083333333,144.87949316944707,9.0,300.0,300.0,18,,safe,1.1148406818187293,286.59754115950545,synthetic,,,,,52,0,False,False
4.0,,own,999510000,DEMO OWN SHIP,0.0,0.013333333333333334,-38.04977777777778,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
4.0,,target,999510201,CROSSING EXPRESS,0.6344444444444445,0.55,-38.04083333333333,144.86342785283378,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,162.23529411764704,synthetic,,,,,60,0,False,False
4.0,,target,999510202,DANCING TUG,1.3913397459621555,-0.195,-38.05325,144.879447346437,9.0,300.0,300.0,18,,safe,1.1148406818187293,285.5975411595054,synthetic,,,,,52,0,False,False
5.0,,own,999510000,DEMO OWN SHIP,0.0,0.016666666666666666,-38.04972222222222,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
5.0,,target,999510201,CROSSING EXPRESS,0.6305555555555555,0.55,-38.04083333333333,144.86334554550467,14.0,270.0,270.0,18,danger,danger,0.005423261445466517,161.23529411764704,synthetic,,,,,60,0,False,False
5.0,,target,999510202,DANCING TUG,1.3891746824526945,-0.19375,-38.05322916666666,144.8794015234269,9.0,300.0,300.0,18,,safe,1.1148406818187293,284.59754115950545,synthetic,,,,,52,0,False,False
6.0,,own,999510000,DEMO OWN SHIP,0.0,0.02,-38.04966666666667,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
6.0,,target,999510201,CROSSING EXPRESS,0.6266666666666667,0.55,-38.04083333333333,144.8632632381756,14.0,270.0,270.0,18,danger,danger,0.005423261445466589,160.23529411764704,synthetic,,,,,60,0,False,False
6.0,,target,999510202,DANCING TUG,1.3870096189432333,-0.1925,-38.05320833333333,144.87935570041682,9.0,300.0,300.0,18,,safe,1.1148406818187293,283.59754115950545,synthetic,,,,,52,0,False,False
7.0,,own,999510000,DEMO OWN SHIP,0.0,0.023333333333333334,-38.049611111111105,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
7.0,,target,999510201,CROSSING EXPRESS,0.6227777777777778,0.55,-38.04083333333333,144.86318093084648,14.0,270.0,270.0,18,danger,danger,0.005423261445466421,159.23529411764702,synthetic,,,,,60,0,False,False
7.0,,target,999510202,DANCING TUG,1.3848445554337723,-0.19125,-38.0531875,144.8793098774067,9.0,300.0,300.0,18,,safe,1.1148406818187293,282.59754115950545,synthetic,,,,,52,0,False,False
8.0,,own,999510000,DEMO OWN SHIP,0.0,0.02666666666666667,-38.04955555555555,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
8.0,,target,999510201,CROSSING EXPRESS,0.6188888888888889,0.55,-38.04083333333333,144.86309862351737,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,158.23529411764704,synthetic,,,,,60,0,False,False
8.0,,target,999510202,DANCING TUG,1.382679491924311,-0.19,-38.05316666666666,144.87926405439663,9.0,300.0,300.0,18,,safe,1.1148406818187293,281.59754115950545,synthetic,,,,,52,0,False,False
9.0,,own,999510000,DEMO OWN SHIP,0.0,0.030000000000000002,-38.049499999999995,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
9.0,,target,999510201,CROSSING EXPRESS,0.615,0.55,-38.04083333333333,144.86301631618826,14.0,270.0,270.0,18,danger,danger,0.005423261445466578,157.23529411764702,synthetic,,,,,60,0,False,False
9.0,,target,999510202,DANCING TUG,1.38051442841485,-0.18875,-38.05314583333333,144.87921823138655,9.0,300.0,300.0,18,,safe,1.1148406818187293,280.5975411595054,synthetic,,,,,52,0,False,False
10.0,,own,999510000,DEMO OWN SHIP,0.0,0.03333333333333333,-38.04944444444444,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
10.0,,target,999510201,CROSSING EXPRESS,0.6111111111111112,0.55,-38.04083333333333,144.86293400885916,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,156.23529411764704,synthetic,,,,,60,0,False,False
10.0,,target,999510202,DANCING TUG,1.3783493649053888,-0.1875,-38.053124999999994,144.87917240837643,9.0,300.0,300.0,18,,safe,1.1148406818187293,279.59754115950545,synthetic,,,,,52,0,False,False
11.0,,own,999510000,DEMO OWN SHIP,0.0,0.03666666666666667,-38.049388888888885,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
11.0,,target,999510201,CROSSING EXPRESS,0.6072222222222222,0.55,-38.04083333333333,144.86285170153005,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,155.23529411764704,synthetic,,,,,60,0,False,False
11.0,,target,999510202,DANCING TUG,1.3761843013959278,-0.18625,-38.053104166666664,144.87912658536635,9.0,300.0,300.0,18,,safe,1.1148406818187293,278.59754115950545,synthetic,,,,,52,0,False,False
12.0,,own,999510000,DEMO OWN SHIP,0.0,0.04,-38.04933333333333,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
12.0,,target,999510201,CROSSING EXPRESS,0.6033333333333334,0.55,-38.04083333333333,144.86276939420097,14.0,270.0,270.0,18,danger,danger,0.005423261445466589,154.23529411764704,synthetic,,,,,60,0,False,False
12.0,,target,999510202,DANCING TUG,1.3740192378864668,-0.185,-38.05308333333333,144.87908076235627,9.0,300.0,300.0,18,,safe,1.1148406818187293,277.59754115950545,synthetic,,,,,52,0,False,False
13.0,,own,999510000,DEMO OWN SHIP,0.0,0.043333333333333335,-38.049277777777775,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
13.0,,target,999510201,CROSSING EXPRESS,0.5994444444444444,0.55,-38.04083333333333,144.86268708687186,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,153.23529411764704,synthetic,,,,,60,0,False,False
13.0,,target,999510202,DANCING TUG,1.3718541743770056,-0.18375,-38.053062499999996,144.87903493934616,9.0,300.0,300.0,18,,safe,1.1148406818187293,276.5975411595054,synthetic,,,,,52,0,False,False
14.0,,own,999510000,DEMO OWN SHIP,0.0,0.04666666666666667,-38.04922222222222,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
14.0,,target,999510201,CROSSING EXPRESS,0.5955555555555556,0.55,-38.04083333333333,144.86260477954275,14.0,270.0,270.0,18,danger,danger,0.005423261445466517,152.23529411764707,synthetic,,,,,60,0,False,False
14.0,,target,999510202,DANCING TUG,1.3696891108675446,-0.1825,-38.053041666666665,144.87898911633607,9.0,300.0,300.0,18,,safe,1.1148406818187293,275.59754115950545,synthetic,,,,,52,0,False,False
15.0,,own,999510000,DEMO OWN SHIP,0.0,0.05,-38.049166666666665,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
15.0,,target,999510201,CROSSING EXPRESS,0.5916666666666667,0.55,-38.04083333333333,144.86252247221364,14.0,270.0,270.0,18,danger,danger,0.005423261445466578,151.23529411764702,synthetic,,,,,60,0,False,False
15.0,,target,999510202,DANCING TUG,1.3675240473580834,-0.18125000000000002,-38.05302083333333,144.878943293326,9.0,300.0,300.0,18,,safe,1.1148406818187293,274.59754115950545,synthetic,,,,,52,0,False,False
16.0,,own,999510000,DEMO OWN SHIP,0.0,0.05333333333333334,-38.04911111111111,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
16.0,,target,999510201,CROSSING EXPRESS,0.5877777777777778,0.55,-38.04083333333333,144.86244016488453,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,150.23529411764704,synthetic,,,,,60,0,False,False
16.0,,target,999510202,DANCING TUG,1.3653589838486224,-0.18,-38.053,144.87889747031588,9.0,300.0,300.0,18,,safe,1.1148406818187293,273.59754115950545,synthetic,,,,,52,0,False,False
17.0,,own,999510000,DEMO OWN SHIP,0.0,0.05666666666666667,-38.049055555555555,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
17.0,,target,999510201,CROSSING EXPRESS,0.5838888888888889,0.55,-38.04083333333333,144.86235785755542,14.0,270.0,270.0,18,danger,danger,0.005423261445466505,149.23529411764704,synthetic,,,,,60,0,False,False
17.0,,target,999510202,DANCING TUG,1.3631939203391612,-0.17875000000000002,-38.05297916666667,144.8788516473058,9.0,300.0,300.0,18,,safe,1.1148406818187293,272.5975411595054,synthetic,,,,,52,0,False,False
18.0,,own,999510000,DEMO OWN SHIP,0.0,0.060000000000000005,-38.049,144.85,12.0,0.0,0.0,1,,,,,synthetic,,,,,60,,False,False
