time_sec,timestamp_utc,role,mmsi,name,x_nm,y_nm,lat,lon,sog_kn,cog_deg,heading_deg,message_type,expected_level,computed_level,cpa_nm,tcpa_sec,source,raw_aivdm,rx_signalpower_db,rx_ppm,rx_timestamp_raw,ship_type,aton_type,aton_virtual,aton_off_position
0.0,,own,999050101,JP MIKASA,0.6944627912745028,1.0393370153781816,34.31732228358963,130.1140108991045,15.0,213.75,213.75,18,,,,,synthetic,,,,,35,,False,False
0.0,,target,999050102,JP SHIKISHIMA,0.82945555847689,1.241367968691435,34.320689466144856,130.11673440001033,15.0,213.75,213.75,18,,safe,0.24298056155507555,,synthetic,,,,,35,0,False,False
0.0,,target,999050103,JP FUJI,0.9644483256792771,1.4433989220046883,34.32405664870007,130.11945790091616,15.0,213.75,213.75,18,,safe,0.48596112311015105,,synthetic,,,,,35,0,False,False
0.0,,target,999050104,JP ASAHI,1.0994410928816645,1.645429875317942,34.327423831255295,130.12218140182202,15.0,213.75,213.75,18,,safe,0.7289416846652269,,synthetic,,,,,35,0,False,False
0.0,,target,999050105,JP KASUGA,1.2344338600840514,1.847460828631195,34.33079101381052,130.12490490272785,15.0,213.75,213.75,18,,safe,0.9719222462203022,,synthetic,,,,,35,0,False,False
0.0,,target,999050106,JP NISSHIN,1.3694266272864388,2.049491781944449,34.334158196365735,130.1276284036337,15.0,213.75,213.75,18,,safe,1.2149028077753783,,synthetic,,,,,35,0,False,False
0.0,,target,999050107,JP IZUMO,1.639412161691213,2.4535536885709557,34.34089256147618,130.13307540544537,15.0,213.75,213.75,18,,safe,1.7008639308855293,,synthetic,,,,,35,0,False,False
0.0,,target,999050108,JP AZUMA,1.7744049288936001,2.655584641884209,34.3442597440314,130.13579890635123,15.0,213.75,213.75,18,,safe,1.9438444924406049,,synthetic,,,,,35,0,False,False
0.0,,target,999050109,JP TOKIWA,1.9093976960959873,2.8576155951974624,34.34762692658662,130.13852240725706,15.0,213.75,213.75,18,,safe,2.18682505399568,,synthetic,,,,,35,0,False,False
0.0,,target,999050110,JP YAKUMO,2.0443904632983747,3.059646548510716,34.350994109141844,130.14124590816292,15.0,213.75,213.75,18,,safe,2.429805615550756,,synthetic,,,,,35,0,False,False
0.0,,target,999050111,JP ASAMA,2.1793832305007617,3.261677501823969,34.35436129169706,130.14396940906875,15.0,213.75,213.75,18,,safe,2.6727861771058317,,synthetic,,,,,35,0,False,False
0.0,,target,999050112,JP IWATE,2.314375997703149,3.4637084551372226,34.35772847425228,130.14669290997458,15.0,213.75,213.75,18,,safe,2.915766738660907,,synthetic,,,,,35,0,False,False
0.0,,target,999050201,RU KNYAZ SUVOROV,0.5496744269208552,-4.92703211915296,34.21788279801412,130.11108977044222,9.0,23.0,23.0,18,,safe,2.8323808090038574,791.2417184877795,synthetic,,,,,35,0,False,False
0.0,,target,999050202,RU ALEKSANDR III,0.4547343579034831,-5.150696905359006,34.21415505157735,130.10917433919855,9.0,23.0,23.0,18,,safe,2.860824115154608,827.5880312633268,synthetic,,,,,35,0,False,False
0.0,,target,999050203,RU BORODINO,0.359794288886111,-5.374361691565053,34.21042730514058,130.10725890795487,9.0,23.0,23.0,18,,safe,2.88926742130536,863.9343440388743,synthetic,,,,,35,0,False,False
0.0,,target,999050204,RU ORYOL,0.2648542198687388,-5.5980264777711,34.20669955870381,130.1053434767112,9.0,23.0,23.0,18,,safe,2.9177107274561123,900.2806568144218,synthetic,,,,,35,0,False,False
0.0,,target,999050205,RU OSLYABYA,-0.14633650994554953,-4.903183098998042,34.21828028168336,130.09704763725009,9.0,23.0,23.0,18,,safe,2.2161146623687427,840.098623402007,synthetic,,,,,35,0,False,False
0.0,,target,999050206,RU SISOI VELIKY,-0.24127657896292165,-5.126847885204089,34.2145525352466,130.0951322060064,9.0,23.0,23.0,18,,safe,2.2445579685194947,876.4449361775544,synthetic,,,,,35,0,False,False
0.0,,target,999050207,RU NAVARIN,-0.33621664798029377,-5.350512671410136,34.21082478880983,130.09321677476274,9.0,23.0,23.0,18,,safe,2.2730012746702464,912.7912489531018,synthetic,,,,,35,0,False,False
0.0,,target,999050208,RU ADM NAKHIMOV,-0.43115671699766595,-5.574177457616182,34.207097042373064,130.09130134351906,9.0,23.0,23.0,18,,safe,2.3014445808209985,949.1375617286492,synthetic,,,,,35,0,False,False
0.0,,target,999050209,RU NIKOLAI I,-0.5260967860150381,-5.797842243822228,34.20336929593629,130.0893859122754,9.0,23.0,23.0,18,,safe,2.329887886971749,985.4838745041964,synthetic,,,,,35,0,False,False
0.0,,target,999050210,RU ADM APRAKSIN,-0.6210368550324102,-6.021507030028276,34.199641549499525,130.08747048103172,9.0,23.0,23.0,18,,safe,2.3583311931225013,1021.830187279744,synthetic,,,,,35,0,False,False
0.0,,target,999050211,RU ADM SENYAVIN,-0.7159769240497823,-6.245171816234322,34.19591380306276,130.08555504978804,9.0,23.0,23.0,18,,safe,2.386774499273253,1058.1765000552914,synthetic,,,,,35,0,False,False
0.0,,target,999050212,RU ADM USHAKOV,-0.8109169930671545,-6.468836602440368,34.19218605662599,130.08363961854437,9.0,23.0,23.0,18,,safe,2.4152178054240045,1094.5228128308386,synthetic,,,,,35,0,False,False
1.0,,own,999050101,JP MIKASA,0.6921479153035878,1.0358725586602544,34.31726454264434,130.11396419610747,15.0,213.75,213.75,18,,,,,synthetic,,,,,35,,False,False
1.0,,target,999050102,JP SHIKISHIMA,0.827140682505975,1.2379035119735078,34.320631725199554,130.1166876970133,15.0,213.75,213.75,18,,safe,0.24298056155507555,,synthetic,,,,,35,0,False,False
1.0,,target,999050103,JP FUJI,0.962133449708362,1.4399344652867612,34.32399890775478,130.11941119791916,15.0,213.75,213.75,18,,safe,0.48596112311015105,,synthetic,,,,,35,0,False,False
1.0,,target,999050104,JP ASAHI,1.0971262169107494,1.6419654186000148,34.32736609031,130.122134698825,15.0,213.75,213.75,18,,safe,0.7289416846652269,,synthetic,,,,,35,0,False,False
1.0,,target,999050105,JP KASUGA,1.2321189841131364,1.843996371913268,34.33073327286522,130.12485819973085,15.0,213.75,213.75,18,,safe,0.9719222462203022,,synthetic,,,,,35,0,False,False
1.0,,target,999050106,JP NISSHIN,1.3671117513155238,2.0460273252265218,34.33410045542044,130.12758170063668,15.0,213.75,213.75,18,,safe,1.2149028077753783,,synthetic,,,,,35,0,False,False
1.0,,target,999050107,JP IZUMO,1.637097285720298,2.4500892318530285,34.34083482053088,130.13302870244837,15.0,213.75,213.75,18,,safe,1.7008639308855293,,synthetic,,,,,35,0,False,False
1.0,,target,999050108,JP AZUMA,1.772090052922685,2.652120185166282,34.3442020030861,130.1357522033542,15.0,213.75,213.75,18,,safe,1.9438444924406049,,synthetic,,,,,35,0,False,False
1.0,,target,999050109,JP TOKIWA,1.9070828201250722,2.8541511384795353,34.34756918564132,130.13847570426003,15.0,213.75,213.75,18,,safe,2.18682505399568,,synthetic,,,,,35,0,False,False
1.0,,target,999050110,JP YAKUMO,2.0420755873274596,3.0561820917927887,34.35093636819654,130.1411992051659,15.0,213.75,213.75,18,,safe,2.429805615550756,,synthetic,,,,,35,0,False,False
1.0,,target,999050111,JP ASAMA,2.1770683545298466,3.258213045106042,34.354303550751766,130.14392270607172,15.0,213.75,213.75,18,,safe,2.6727861771058317,,synthetic,,,,,35,0,False,False
